brandName,os,osVersion,screenSizeInInches,displayType,resolutionInPixels,pixelDensity,rearCamera,frontCamera,batteryCapacity,fastCharging,cpuSpeed,processorCores,ramCapacity,gpuType,weight,internalStorage,externalStorage,yearOfRelease,price
Redmi,Android,9,6.53,IPS,1080 X 2340,NA,64 + 8 + 2 + 2,20,4500,NA,NA,octa,6 GB,NA,200,128GB,256 GB,2019,16999
Xiaomi,Android,9,6.53,IPS,1080 X 2340,395,64 + 8 + 2 + 2,20,4500,NA,2.05 GHz,octa,6 GB,Mali-G76 MC4,200,64GB,256 GB,2019,15999
Redmi,Android,9,6.2,HD Plus,720 X 1520,NA,12,8,5000,Yes,NA,NA,2 GB,NA,190,32GB,512GB,2019,6999
Redmi,Android,9,6.22,HD Plus,720 X 1520,NA,12,8,5000,Yes,NA,octa,2 GB,NA,190,64GB,512GB,2019,7499
Xiaomi,Android,8.1,5.99,LTPS IPS LCD,1080 x 2160,403,12 + 20 MP,20,3000,Yes,2.2 GHz,Octa,4 GB,Adreno 512,168,64 GB,NA,2018,9188
Xiaomi,Android,8.1,5.99,IPS LCD,1080 x 2160,403,12 + 20 MP,20,3000,Yes,2.2 GHz,Octa,6 GB,Adreno 512,168,64GB,NA,2018,13999
Xiaomi,Android,8.1,5.99,IPS LCD,1080 x 2160,403,12 + 20 MP,20,3000,Yes,2.2 GHz,Octa,6 GB,Adreno 512,168,128GB,NA,2018,15999
Redmi,Android,8.1,5.99,IPS LCD,720 X 1440,269,12 + 5 MP,16,3080,NA,2 GHz,Octa,3GB,Adreno 506,170,32GB,256 GB,2018,8999
Redmi,Android,8.1,5.99,IPS LCD,720 X 1440,269,12 + 5 MP,16,3080,Yes,2 Ghz,Octa,4 GB,Adreno 506,170,64 GB,256 GB,2018,11988
Samsung,Android,9.0,6.4,Dynamic AMOLED,1440 X 3040,526,12  + 12 + 16,10 + 8,4100,Yes,2.7 GHz,Octa,8GB,Mali-G76 MP12,198,128GB,512GB,2019,52999
Samsung,Android,9.0,6.4,Dynamic AMOLED,1440 X 3040,526,12  + 12 + 16,10 + 8,4100,Yes,2.7 GHz,Octa,8GB,Mali-G76 MP12,198,512GB,512GB,2019,73800
Samsung,Android,10,6.7,NA,1080 x 2400,394,12 + 12+ 12,32,4500,NA,NA,Octa,6 GB,Mali-G72 MP18,199,128 GB,NA,2020,37999
Samsung,Android,10,6.7,NA,1080 x 2400,394,12 + 12+ 12,32,4500,NA,NA,Octa,8 GB,Mali-G72 MP18,199,128,NA,2020,39999
Samsung,Android,9.0,6.7,Super AMOLED,1080 x 2400,393,48 + 8 + TOF 3D camera,48 + 8 + TOF 3D camera,3700,Yes,2.2 Ghz,Octa,8GB,Adreno 618,NA,128GB,NA,2019,29980
Oppo,Android,9.0,6.5,IPS LCD,NA,NA,48 + 5,16,4020,Yes,NA,Octa,4GB,NA,NA,128GB,NA,2019,13990
Redmi,Android,8.1,5.45,IPS LCD,720 x 1440,295,12 + 5,5,3000,NA,2 GHz,Octa,3 GB,PowerVR GE8320,146,32 GB,256 GB,2018,8890
Redmi,Android,8.1,5.45,IPS LCD,720 x 1440,295,12 + 5,5,3000,NA,2 GHz,Octa,3GB,PowerVR GE8320,146,64GB,256 GB,2018,8499
Infinix,Android,10,6.53,NA,2220 x 1080,403,48 + 2 + Low Light Sensor,16,4000,NA,2.3 GHz,Octa-core,4 GB,NA,194,64 GB,NA,2020,9999
Oppo,Android,9,6.53,IPS,1080 X 2340,NA,48 + 8 + 2 + 2,16,4000,Yes,NA,Octa,8 GB,NA,NA,256GB,NA,2019,27490
vivo,Android,10,6.53,NA,1080 x 2400,403,13 + 8 + 2 + 2,16,5000,Yes,"4x2.0 GHz, 4x1.8 GHz",Octa-core,8 GB,Adreno 610,162 x 76.5 x 9.1,128 GB,NA,2020,16990
Redmi,Android,9,6.39,IPS,1080 X 2340,403,48 + 13 + 8,20,4000,Yes,2.84 GHz,octa,8GB,Adreno 640,191,256GB,NA,2019,29999
Redmi,Android,9,6.39,IPS,1080 X 2340,403,48 + 13 + 8,20,4000,Yes,2.84 GHz,octa,6GB,Adreno 640,191,128GB,NA,2019,22951
Redmi,Android,9,6.39,IPS,1080 X 2340,403,48 + 13 + 8,20,4000,Yes,2.84 GHz,octa,6GB,Adreno 640,191,128GB,NA,2019,22951
Asus,Android,8,5.99,IPS LCD,1080 x 2160,402,13 + 5 MP,8,5000,Yes,1.8 GHz,Octa,3 GB,Adreno 509,180,32 GB,512 GB,2018,11999
Asus,Android,8,6,IPS LCD,1080 x 2160,402,13 + 5 MP,8,5000,Yes,1.8 GHz,Octa,4 GB,Adreno 509,180,64GB,2 TB (Theoretically),2018,9990
Realme,Android,9,6.5,IPS,1080 x 2400,402,64 + 13 + 8 + 2,16,4000,Yes,2.96 GHz,Octa,6 GB,Adreno 640 (700 MHz),199,64GB,NA,2019,29999
Realme,Android,9,6.5,IPS,1080 x 2400,402,64 + 13 + 8 + 2,16,4000,Yes,2.96 GHz,Octa,8 GB,Adreno 640 (700 MHz),199,128GB,NA,2019,30549
Realme,Android,9,6.5,IPS,1080 x 2400,402,64 + 13 + 8 + 2,16,4000,Yes,2.96 GHz,Octa,12 GB,Adreno 640 (700 MHz),199,256GB,NA,2019,35999
Realme,Android,9,6.5,IPS,720 x 1600,270,12 + 8 + 2 + 2,13,5000,Yes,2 GHz,Octa,4 GB,Adreno 610,198,128GB,256 GB,2019,11999
Realme,Android,9,6.5,IPS,720 x 1600,270,12 + 8 + 2 + 2,13,5000,Yes,2 GHz,Octa,3 GB,Adreno 610,198,32GB,256 GB,2019,10999
Realme,Android,9,6.5,IPS,720 x 1600,270,12 + 8 + 2 + 2,13,5000,Yes,2 GHz,Octa,4 GB,Adreno 610,198,64GB,256 GB,2019,11999
Itel,Android,9,5.45,IPS,720 X 1440,NA,8 + 0.3,5,2400,NA,1.6 GHz,Octa,2GB,NA,NA,16GB,NA,2019,5499
Asus,Android,8.1,6.26,IPS LCD,1080 x 2280,403,12 + 5,13,5000,Yes,2.2 GHz,Octa,4 GB,Adreno 512,175,32 GB,512 GB,2018,15999
Asus,Android,8.1,6.26,IPS LCD,1080 X 2280,403,12 + 5,13,5000,Yes,2.2 GHz,Octa,4 GB,Adreno 512,175,64GB,512 GB,2018,15999
Asus,Android,8.1,6.3,FHD+,1080 x 2280,403,12 + 5,13,5000,Yes,2.2 GHz,Octa,4 GB,Adreno 512,175,128GB,512 GB,2018,16999
Realme,Android,9,6.22,IPS,720 x 1520,270,13 + 2,13,4230,NA,2.0 GHz,octa,4 GB,Mali-G72 MP3,NA,64GB,256 GB,2019,10499
Realme,Android,9,6.22,IPS,720 x 1520,270,13 + 2,13,4230,NA,2.0 GHz,octa,3GB,Mali-G72 MP3,NA,32GB,256 GB,2019,8499
Vivo,Android,8.1,6.2,IPS LCD,720 X 1580,NA,13 + 2,8,4030,NA,1.95 GHz,Octa,4GB,NA,4030,64 GB,256 GB,2019,16990
Xiaomi,Android,Android 9.0,6.01,IPS,720 X 1560,286,48 + 8 + 2,32,4030,Yes,2.0 GHz,Octa-core,6 GB,Adreno 610,173.8,128GB,256 GB,2019,17065
Xiaomi,Android,Android 9.0,6.01,IPS,720 X 1560,286,48 + 8 + 2,32,4030,Yes,2.0 GHz,Octa-core,4 GB,Adreno 610,173.8,64GB,256 GB,2019,12999
Samsung,Android,8.1,6.3,IPS LCD,1080 x 2340,409,13 + 5,8,5000,NA,1.6 GHz,Octa,4 GB,Mali-G71 MP2,186,64GB,512 GB,2019,11499
Samsung,Android,8.1,6.3,IPS LCD,1080 x 2340,409,13 + 5,8,5000,NA,1.6 GHz,Octa,3 GB,Mali-G71 MP2,186,32 GB,512 GB,2019,12490
Redmi,Android,8.1,5.84,IPS LCD,1080 x 2280,432,12 + 5 MP,5,4000,NA,2 GHz,Octa,4 GB,NA,178,64GB,256 GB,2018,11989
Redmi,Android,8.1,5.84,IPS LCD,1080 x 2280,432,12 + 5 MP,5,4000,NA,2 GHz,Octa,3 GB,Adreno 506,178,32 GB,256 GB,2018,10499
Redmi,Android,8.1,5.84,IPS LCD,1080 x 2280,432,12 + 5 MP,5,4000,NA,2 GHz,Octa,4 GB,NA,178,64GB,256 GB,2018,11800
Oppo,Android,8,6.3,FHD Plus,1080x2340,409,13 + 2,25,3500,Yes,2.1 GHz,Octa,4GB,Mali-G72 MP3,168,64 GB,256 GB,2018,15499
Oppo,Android,8,6.3,FHD Plus,1080x2340,409,13 + 2,25,3500,Yes,2.1 GHz,Octa,3 GB,Mali-G72 MP3,168,32GB,256 GB,2018,8999
Oppo,Android,8.1,6.4,Super AMOLED,1080 X 2340,402,16 + 2,25,3500,NA,2.0,Octa,4 GB,Adreno 512,156,64 GB,256 GB,2019,14990
Jio,KAI,NA,2.4,NA,240 x 320,NA,2,VGA,2000,NA,NA,NA,512 MB,NA,NA,4 GB,128 GB,2018,2999
Redmi,Android,9.0,6.26,IPS LCD,720 X 1520,269,12 + 2,8,4000,NA,1.8 GHz,Octa,2GB,Adreno 506,180,32 GB,512 GB,2019,9190
Redmi,Android,9.0,6.26,IPS,1520 X 720,269,12 + 2,32,4000,NA,1.8 GHz,Octa,3 GB,AdrenoTM 506,180,32 GB,512 GB,2019,8999
Redmi,Android,9.0,6.26,IPS,1520 X 720,269,12 + 2,32,4000,NA,1.8 GHz,Octa,4 GB,Adreno 506,180,64GB,512 GB,2019,9499
VIVO,Android,9,6.53,NA,1080 x 2340,NA,16 + 8 + 2,16,5000,Yes,NA,Octa-core,6 GB,Adreno 612,193,64 GB,NA,2019,12669
Redmi,Android,9.0,6.3,FHD Plus,NA,409,48 + 5,13,4000,Yes,2.0 GHz,Octa,6GB,Adreno 612,186,128GB,256 GB,2019,14100
Redmi,Android,9.0,6.3,FHD Plus,1080 X 2340,409,48 + 5,13,4000,Yes,2.0 GHz,Octa,4GB,Adreno 612,186,64 GB,256 GB,2019,15990
Huawei,Android,8.1,6.3,IPS LCD,1080 x 2340,409,16 + 2 MP,16,3750,NA,2.3 GHz,Octa,4 GB,Mali-G72 MP12,176,64 GB,256 GB,2018,11999
Redmi,Android,8.1,5.45,IPS LCD,720 x 1440,295,13,5,3000,NA,2 GHz,Quad,2 GB,PowerVR GE8320,145,16 GB,256 GB,2018,5589
Redmi,Android,8.1,5.45,IPS LCD,720 x 1440,295,13,5,3000,NA,2 GHz,Quad,2GB,PowerVR GE8320,145,32GB,256 GB,2018,7999
Oppo,Android,10,6.22,NA,720 x 1520,270,13 + 2,5,4230,Yes,"4x2.35 GHz, 4x1.8 GHz",Octa-core,2 GB,PowerVR GE8320,165,32 GB,NA,2020,8990
Vivo,Android,8.0,6.3,IPS LCD,1080 x 2340,NA,16 + 5,25,3315,NA,2.2 GHz,Octa,6 GB,NA,156,64 GB,128 GB,2018,16999
Xiaomi,Android,9,6.39,Super AMOLED,1080 x 2340,403,48 + 12 + 16,20,4000,Yes,2.96GHz,octa,8 GB,Adreno 640 (700 MHz),196,128GB,NA,2019,37000
Xiaomi,Android,9,6.39,Super AMOLED,1080 x 2340,403,48 + 12 + 16,20,4000,Yes,2.96GHz,octa,8 GB,Adreno 640 (700 MHz),196,256GB,NA,2019,37000
Xiaomi,Android,9,6.39,Super AMOLED,1080 x 2340,403,48 + 12 + 16,20,4000,Yes,2.96GHz,octa,12 GB,Adreno 640 (700 MHz),196,512GB,NA,2019,43100
Samsung,Android,8,5.6,Super AMOLED,720 x 1480,294,13,8,3000,NA,1.6 GHz,Octa,3GB,Mali-T830 MP1,154,32GB,256 GB,2018,15980
Samsung,Android,8,5.6,IPS LCD,720 x 1480,NA,13,8,3000,NA,1.6 GHz,Octa,4 GB,Mali-T830 MP1,154,64GB,256 GB,2018,9490
Oppo,Android,9,6.5,IPS LCD,1080 X 2340,397,48 + 5,16,4000,Yes,2.1 GHz,Octa,6GB,Mali-G72 MP3,190,128GB,NA,2019,17990
Oppo,Android,9,6.5,IPS LCD,1080 X 2340,397,48 + 5,16,4000,Yes,2.1 GHz,Octa,6GB,Mali-G72 MP3,190,64 GB,NA,2019,16990
Samsung,Android,9.0,6.1,Dynamic AMOLED,1440 x 2040,550,12 + 12 + 16,10,3400,Yes,2.7 GHz,Octa,6 GB,Mali-G76 MP12,157,64 GB,512GB,2019,49995
Samsung,Android,9.0,6.1,Dynamic AMOLED,1440 x 2040,550,12 + 12 + 16,10,3400,Yes,2.7 GHz,Octa,8GB,Mali-G76 MP12,157,128GB,512GB,2019,49998
Samsung,Android,9.0,6.1,Dynamic AMOLED,1440 x 2040,550,12 + 12 + 16,10,3400,Yes,2.7 GHz,Octa,8GB,Mali-G76 MP12,157,512GB,512GB,2019,54490
Xiaomi,Android,9,6.39,AMOLED,1080 X 2340,403,48 + 8 + 13,20,4000,Yes,2.2 GHz,Octa,6GB,Adreno 618,191,256GB,NA,2019,19000
Samsung,Android,8,5.8,Super AMOLED Capacitive with Multitouch,1440 x 2960,570,12,8,3000,Yes,2.7 GHz,Octa,4 GB,Mali-G72 MP18,163,64 GB,512 GB,2018,34999
Samsung,Android,8,5.8,Super AMOLED Capacitive with Multitouch,1440 x 2960,570,12,8,3000,Yes,2.3 GHz,Octa,4 GB,Mali-G72 MP18,163,128GB,512 GB,2018,44990
Samsung,Android,8,5.8,Super AMOLED Capacitive with Multitouch,1440 x 2960,570,12,8,3000,Yes,2.7 GHz,Octa,4 GB,Mali-G72 MP18,163,256GB,512 GB,2018,65900
Infinix,Android,9,6.6,NA,720 x 1600,266,16 + 2 + AI low light sensor,16,4000,NA,2.0 GHz,Octa-core,3 GB,PowerVR GE8320,178,32 GB,NA,2020,8499
OnePlus,Android,10,6.67,NA,3120 x 1440,516,48 + 8 + 16,8,4085,Yes,NA,octa,12 GB,NA,NA,256 GB,NA,2019,58999
Motorola,Android,9,6.3,IPS,1080 X 2520,432,12 + 16 + 5,12,3500,Yes,2.2 GHz,octa,4GB,Mali-G72 MP3,176,128GB,1TB,2019,10999
Micromax,Android,8.1,5.45,HD+,720x1440,NA,13,5,4000,NA,1.3 GHz,Quad,2 GB,NA,NA,16GB,NA,2018,4299
Realme,Android,10,6.4,NA,1080 x 2340,399,64 + 12 + 8 + 2,16 + 8,4300,NA,"2x2.3 GHz,6x1.8 GHz",Octa-core,8 GB,Adreno 618,195,64 GB,NA,2020,17999
Realme,Android,10,6.6,NA,1080 x 2400,399,64 + 12 + 8 + 2,16 + 8,4300,NA,"2x2.3 GHz, 6x1.8 GHz",Octa-core,8 GB,Adreno 618,195,128 GB,NA,2020,19999
Samsung,Android,9.0,6.7,Super AMOLED,1080 x 2340,NA,32  +8 + 5,32,4500,Yes,2.2 GHz,Octa,4 GB,NA,NA,64 GB,512 GB,2019,25900
Samsung,Android,9.0,6.7,Super AMOLED,1080 x 2340,NA,32  +8 + 5,32,4500,Yes,2.2 GHz,Octa,6GB,NA,NA,128GB,512 GB,2019,25890
Tecno,Android,9,6.55,IPS,720 x 1600,NA,16 + 2 + 5,8,4000,NA,2GHz,octa-core,4 GB,NA,172,64 GB,256 GB,2019,19999
Honor,Android,10,6.3,IPS LCD capacitive touchscreen,720 x 1600,278,13 + 5 + 2,8,5000,Yes,"4x2.0 GHz, 4x1.5 GHz",Octa-core,3 GB,PowerVR GE8320,185,64 GB,NA,2020,9999
Nokia,Android,8,6,IPS LCD,1080 x 1920,403,12 + 13 MP,16,3800,Yes,2.2 GHz,Octa,4 GB,Adreno 512,183,64 GB,256 GB,2018,15999
Vivo,Android,9,6.38,IPS,NA,NA,8 + 48 + 2,32,4500,Yes,NA,Octa,6GB,Adreno 616,NA,64GB,NA,2019,16990
Vivo,Android,9,6.38,IPS,NA,NA,8 + 48 + 2,32,4500,Yes,NA,Octa,6GB,Adreno 616,NA,128GB,NA,2019,17990
OnePlus,Android,10,6.55,Super AMOLED,1080 x 2400,402,48 + 12 + 16,16,3800,Yes,2.96GHz,Octa,8 GB,Adreno 640,190,256GB,NA,2019,37999
OnePlus,Android,10,6.55,Fluid AMOLED,1080 x 2400,402,48 + 12 + 16,16,3800,Yes,2.96GHz,Octa,8 GB,Adreno 640,190,64GB,NA,2019,37999
OnePlus,Android,10,6.55,Super AMOLED,1080 x 2400,402,48 + 12 + 16,16,3800,Yes,2.96GHz,Octa,8 GB,Adreno 640,190,128GB,NA,2019,34999
Redmi,Android,9,6.3,FHD Plus,1080 X 2340,409,12 + 2,13,4000,Yes,2.2 GHz,Octa,3GB,Adreno 512,186,32GB,256 GB,2019,10499
Redmi,Android,9,6.3,FHD Plus,1080 X 2340,409,12 + 2,13,4000,Yes,2.2 GHz,Octa,4GB,Adreno 512,186,64 GB,256 GB,2019,10800
Oppo,Android,10,6.5,NA,1080 x 2400,405,12 + 8 + 2 + 2,16,5000,Yes,"4x2.0 GHz, 4x1.8 GHz",Octa-core,4 GB,Adreno 610,192,64 GB,NA,2020,18990
Oppo,Android,10,6.5,NA,1080 x 2400,405,12 + 8 + 2 + 2,16,5000,Yes,"4x2.0 GHz, 4x1.8 GHz",Octa-core,4 GB,Adreno 610,192,128 GB,NA,2020,16990
Samsung,Android,10,6.50,NA,1080x2400,405,48 + 12 + 5 + 5,32,4000,Yes,"2x2.2 GHz, 6x1.8 GHz",Octa-core,4 GB,Mali-G76 MP5,187,64 GB,NA,2019,24498
Samsung,Android,10,6.7,Dynamic AMOLED,1440 x 3040,524,64 + 12 + 12,10,4500,NA,NA,NA,12 GB,NA,NA,128 GB,NA,2020,77999
Huawei,Android,8.1,5.45,LCD,720 X 1440,295,13,5,3020,NA,1.5 GHz,Quad,2 GB,PowerVR GE8100,142,16 GB,256 GB,2018,4990
VIivo,Android,8.1,6.3,IPS LCD,1080 x 2280,NA,13 + 2,16,3260,NA,NA,hexa,6 GB,NA,NA,64 GB,256 GB,2018,17000
Samsung,Android,8.1,6,IPS LCD,720 x 1480,274,13,5,3300,NA,1.4 GHz,Quad,2 GB,Adreno 308,178,16 GB,NA,2018,9499
Samsung,Android,8.1,6,IPS LCD,720 x 1480,274,13,5,3300,NA,1.4 GHz,Quad,3GB,Adreno 308,178,32GB,NA,2018,9000
Oppo,Android,8.1,6,FHD Plus,1080 x 2160,403,13,8,3410,NA,2 GHz,Octa,6 GB,Mali-G72 MP3,155,128GB,256 GB,2018,10999
Oppo,Android,8.1,6,FHD Plus,1080 x 2160,403,13,8,3410,NA,2 GHz,Octa,3 GB,Mali-G72 MP3,155,32 GB,256 GB,2018,10490
Oppo,Android,8.1,6,FHD Plus,1080 x 1920,403,13,8,3410,NA,2 GHz,Octa,4 GB,Mali-G72 MP3,156,64GB,256 GB,2018,10810
Asus,Android,8.1,6,FHD Plus,1080 X 2160,402,12 + 8,8,4000,Yes,2.96,Octa,8 GB,Adreno 630,200,128GB,NA,2018,26499
Vivo,Android,8.1,6.22,IPS LCD,720 x 1520,270,13 + 2,20,4030,NA,1.9 GHz,Octa,4 GB,Adreno 505,163.5,64 GB,256 GB,2018,15490
Asus,Android,8,5.5,IPS LCD,720 x 1440,245,13 + 8,8,4000,NA,1.4 GHz,Octa-core,3GB,Adreno 308,150,32 GB,256 GB,2018,6290
Samsung,Android,8,6.2,Super AMOLED,1440 x 2960,529,12 + 12 MP,8,3500,Yes,2.7 GHz,Octa,6 GB,Mali-G71 MP18,189,64 GB,512 GB,2018,44980
Samsung,Android,8,6.2,Super AMOLED,1440 x 2960,595,12 + 12 MP,8,3500,Yes,2.7 GHz,Octa,6 GB,Mali-G72 MP18,189,128GB,512GB,2018,44000
Samsung,Android,8,6.2,Super AMOLED,1440 x 2560,529,12 + 12 MP,8,3500,Yes,2.7 GHz,Octa,6 GB,Mali-G72 MP18,189,256GB,512GB,2018,50499
Oppo,Android,8.1,6.2,IPS LCD,720 X 1520,271,13  +2,8,4230,NA,2.3 GHz,Octa,2GB,PowerVR GE8320,170,32 GB,256 GB,2019,8990
Oppo,Android,8.1,6.2,IPS LCD,720 X 1520,271,13  +2,8,4230,NA,2.3 GHz,Octa,4GB,PowerVR GE8320,170,64GB,256 GB,2019,9990
Vivo,Android,9,6.38,IPS,1080 X 2340,404,16 + 8 + 2,32,4500,Yes,2 GHz,Octa,4 GB,Mali-G52 MC2,179,64GB,256 GB,2019,16990
Redmi,Android,8.1,5.99,IPS LCD,720 X 1440,269,12 + 5 MP,16,3080,Yes,2 Ghz,Octa,4 GB,Adreno 506,170,64 GB,256 GB,2018,11988
Redmi,Android,8.1,5.99,IPS LCD,720 X 1440,269,12 + 5 MP,16,3080,NA,2 GHz,Octa,3GB,Adreno 506,170,32GB,256 GB,2018,8999
Black Shark,Android,9.0,6.39,AMOLED,1080 X 2340,403,48 + 12,20,4000,Yes,2.84 GHz,Octa,6GB,NA,205,128GB,NA,2019,31999
Black Shark,Android,9.0,6.39,AMOLED,1080 X 2340,403,48 + 12,20,4000,Yes,2.84 GHz,Octa,12GB,NA,205,256GB,NA,2019,42499
Oppo,Android,8.1,6.2,IPS LCD,720 x 1520,271,13 + 2,8,4230,NA,1.8 GHz,Octa,3GB,Adreno 506,168,32GB,256 GB,2018,9990
Oppo,Android,8.1,6.2,IPS LCD,720 x 1520,271,13 + 2,8,4230,NA,1.8 GHz,Octa,4 GB,Adreno 506,168,64 GB,256 GB,2018,10999
Nokia,Android,9,5.71,IPS,720 X 1520,295,13,5,3000,NA,2.0 GHz,Quad,2GB,PowerVR GE8320,153,16GB,400GB,2019,7499
Nokia,Android,9,5.71,IPS,720 X 1520,295,13,5,3000,NA,2.0 GHz,Quad,3GB,PowerVR GE8320,153,32GB,400GB,2019,9590
Realme C2,Android,9.0,6.1,HD+,720 x 1560,NA,13 + 2,8,4000,NA,2 GHz,OCTA,2GB,NA,166,16GB,256 GB,2019,8990
Realme C2,Android,9.0,6.1,HD Plus,720 x 1520,NA,13 + 2,5,4000,NA,2 GHz,Octa,3GB,NA,166,32 GB,256 GB,2019,7499
Vivo,Android,8.1,6.59,Super AMOLED,1080 x 2316,388,12 + 5,8,4000,NA,1.7 Ghz,Octa,8 GB,Adreno 630,199,128 GB,NA,2018,26499
Nokia,NA,NA,2.4,NA,240 x 320,167,NA,NA,1200,NA,NA,NA,8 MB,NA,88.2,16 MB,NA,2020,3399
Tecno,Android,8.1,6.2,IPS,NA,NA,13 + 5,16,3750,NA,2 GHz,Quad,4 GB,NA,NA,64 GB,128 GB,2018,12299
Vivo,Android,8.1,6.22,IPS LCD,720 x 1520,270,13,8,3260,NA,2 GHz,Octa,4 GB,PowerVR GE8320,150,64 GB,256 GB,2018,15900
Vivo,Android,9,6.22,IPS,720 X 1520,270,8,5,4030,NA,2 GHz,Quad,2GB,PowerVR GE8320,163.50,32GB,256GB,2019,7990
Vivo,Android,9,6.22,IPS,720 X 1520,270,8,5,4030,NA,2 GHz,Quad,2GB,PowerVR GE8320,163.50,16GB,256GB,2019,6999
Apple,Android,iOS,4.7,NA,750 x 1334,326,12,7,1821,Yes,"2x2.65, 4x1.8 GHz",Hexa-core,4 GB,Apple GPU (4-core graphics),148,128 GB,NA,2020,42500
Vivo,Android,9,6.35,FHD Plus,720 x 1544,NA,13 + 8 + 2,NA,5000,Yes,NA,octa,3 GB,NA,NA,32GB,NA,2019,10490
Vivo,Android,9,6.35,FHD Plus,720 x 1544,268,13 + 8 + 2,8,5000,Yes,NA,Octa,4 GB,NA,191,64 GB,NA,2019,12990
Nokia,Android,8.1,5.5,FHD,1080 x 2280,401,16,8,3000,Yes,2.2 GHz,Octa,4 GB,Adreno 508,172,64 GB,256 GB,2018,18890
Realme,Android,9,6.4,Super AMOLED,1080 x 2340,402,64 + 8 + 2 + 2,16,4000,Yes,2.3 GHz,Octa,8 GB,Adreno 616,183,128GB,256 GB,2019,16999
Samsung,Android,9,6.7,IPS,1080 X 2400,393,64 + 8 + 5,32,4500,Yes,2 GHz,Octa,6GB,Adreno 612,NA,128GB,1TB,2019,25899
Apple,iOS,12,6.1,IPS LCD,828 x 1792,326,12,7,2942,Yes,NA,Hexa Core,3 GB,Apple GPU,194,128GB,NA,2018,53500
Apple,iOS,12,6.1,IPS LCD,828 x 1792,326,12,7,2942,Yes,NA,Hexa Core,3 GB,Apple GPU,194,64 GB,NA,2018,47500
Apple,iOS,12,6.1,IPS LCD,828 x 1792,326,12,7,2942,Yes,NA,Hexa Core,3 GB,Apple GPU,194,256GB,NA,2018,64900
Oppo,Android,8,6.2,IPS,720 x 1520,271,13 + 2,8,4230,NA,1.8 GHz,Octa Core,2 GB,Adreno 506,168,16 GB,256 GB,2018,8999
Realme,Android,9,6.5,IPS,1080 x 2400,402,64 + 13 + 8 + 2,16,4000,Yes,2.96 GHz,Octa,8 GB,Adreno 640 (700 MHz),199,128GB,NA,2019,30549
Realme,Android,9,6.5,IPS,1080 x 2400,402,64 + 13 + 8 + 2,16,4000,Yes,2.96 GHz,Octa,6 GB,Adreno 640 (700 MHz),199,64GB,NA,2019,29999
Realme,Android,9,6.5,IPS,1080 x 2400,402,64 + 13 + 8 + 2,16,4000,Yes,2.96 GHz,Octa,12 GB,Adreno 640 (700 MHz),199,256GB,NA,2019,35999
Samsung,Android,8.1,5.0,QHFD,540 x 960,220,8,5,2600,NA,1.4 GHz,Quad,1 GB,Mali-T720,154,8 GB,256 GB,2018,6190
Realme,Android,9,6.3,IPS,1080 X 2340,409,48 + 8 + 2 + 2,16,4035,Yes,2.3,Octa,8 GB,Adreno 616,184,128GB,256 GB,2019,17999
Realme,Android,9,6.3,IPS,1080 X 2340,409,48 + 8 + 2 + 2,16,4035,Yes,2.3,Octa,6 GB,Adreno 616,184,64GB,256 GB,2019,15999
Nokia,Android,8.1 Oreo Go,4.5,IPS LCD,480 x 854,218,5,2,2150,NA,1.1 GHz,Quad,1 GB,Mali-T720,NA,8 GB,128 GB,2018,5688
Redmi,Android,8.1,5.84,IPS LCD,1080 x 2280,432,12 + 5 MP,5,4000,NA,2 GHz,Octa,3 GB,Adreno 506,178,32 GB,256 GB,2018,10499
Redmi,Android,8.1,5.84,IPS LCD,1080 x 2280,432,12 + 5 MP,5,4000,NA,2 GHz,Octa,4 GB,NA,178,64GB,256 GB,2018,11989
Redmi,Android,8.1,5.84,IPS LCD,1080 x 2280,432,12 + 5 MP,5,4000,NA,2 GHz,Octa,4 GB,NA,178,64GB,256 GB,2018,11800
Lenovo,Android,8.1,5.7,IPS LCD,720 X 1440,282,13 + 5,13 + 5,3000,No,2 GHz,Octa,3 GB,PowerVR GE8320,155,32 GB,NA,2018,6499
Apple,iOS,12,6.5,Super AMOLED,1242 x 2688,458,12 + 12,7,NA,Yes,2.5 GHz,Hexa Core,4 GB,Apple GPU,208,256GB,NA,2018,79900
Apple,iOS,12,6.5,Super AMOLED,1242 x 2688,458,12 + 12,7,3174,Yes,"2.5 GHz, 4x1.6 GHz",Hexa Core,4GB,Apple GPU,208,64 GB,NA,2018,69900
Apple,iOS,12,6.5,Super AMOLED,1242 x 2688,458,12 + 12,7,3174,Yes,2.5 GHz,Hexa Core,4GB,Apple GPU,208,512GB,NA,2018,131900
Oppo,Android,9.0,6.4,AMOLED,1080 X  2340,402,48  +20,16,3765,Yes,2.2 GHz,Octa,6GB,Adreno 616,185,128GB,NA,2019,34980
Oppo,Android,9.0,6.4,AMOLED,1080 X  2340,402,48  + 5,16,4000,Yes,2.2 GHz,Octa,6GB,Adreno 616,185,256GB,NA,2019,39200
Samsung,Android,9,6.4,IPS,1080 X 2340,403,48 + 8 + 5,32,4000,Yes,2.3 GHz,octa,4 GB,Mali-G72 MP3,169,64GB,1TB,2019,22999
Samsung,Android,9,6.4,IPS,1080 X 2340,403,48 + 8 + 5,32,4000,Yes,2.3 GHz,octa,6 GB,Mali-G72 MP3,169,128GB,1TB,2019,25990
